	titulo	autor	url	words
0	A Alma Encantadora das Ruas	João do Rio	http://www.dominiopublico.gov.br/pesquisa/DetalheObraDownload.do?select_action=&co_obra=7616&co_midia=2	[['gostamos', 1], ['comover', 1], ['comove', 1], ['terrivelmente', 1], ['aturam', 1], ['pobrezinhas', 1], ['enfeitados', 1], ['louvando', 1], ['gentil', 2], ['feios', 1], ['mendigas', 4], ['apavorados', 2], ['sofra', 1], ['admiráveis', 2], ['tenras', 1], ['apócrifos', 1], ['recreativa', 1], ['mágoas', 3], ['humor', 2], ['glórias', 2], ['aprovação', 1], ['horror', 14], ['respeito', 12], ['defendeu', 1], ['emotiva', 1], ['queria', 1], ['agitações', 1], ['magoado', 2], ['protetor', 3], ['maldades', 1], ['ganhava', 1], ['nervosa', 3], ['querer', 4], ['generosa', 2], ['covardes', 2], ['exaltar', 1], ['rancor', 2], ['interessado', 1], ['destruindo', 1], ['choroso', 1], ['bons', 4], ['obtiveram', 1], ['tímida', 1], ['ignóbeis', 1], ['louvável', 2], ['escapei', 1], ['contentes', 1], ['adoro', 2], ['completo', 3], ['adorado', 1], ['chorosa', 3], ['nervosos', 2], ['admirados', 1], ['maléficos', 1], ['emoção', 4], ['odioso', 1], ['admira', 1], ['medonho', 1], ['chorastes', 1], ['consideradas', 1], ['nauseabundo', 2], ['engraçadíssimos', 1], ['sofrimento', 5], ['aproveitar', 2], ['perturbado', 1], ['generosas', 1], ['cóleras', 1], ['crimes', 13], ['bonitos', 2], ['teme', 1], ['horrendos', 2], ['vigias', 1], ['aturar', 1], ['coragem', 7], ['admirado', 3], ['prodígios', 3], ['receio', 3], ['ame', 1], ['abrandastes', 1], ['irmandades', 2], ['abandonado', 2], ['romântica', 3], ['apreciei', 1], ['escapar', 1], ['horrenda', 2], ['aflição', 1], ['obtinha', 1], ['alegrias', 1], ['cínico', 3], ['simpático', 1], ['dor', 20], ['golfando', 1], ['agitação', 5], ['festivas', 1], ['dores', 4], ['admiro', 1], ['derrubar', 1], ['louca', 1], ['intimidar', 1], ['desagradável', 1], ['avalia', 1], ['proteção', 5], ['amam', 2], ['melancólico', 1], ['doenças', 1], ['matei', 1], ['perderia', 1], ['defendendo', 2], ['tímido', 1], ['triunfos', 2], ['perdido', 5], ['malditas', 1], ['abandono', 1], ['enfeitada', 1], ['enorme', 9], ['perdendo', 1], ['proteger', 1], ['torcendo', 1], ['suplica', 3], ['incomodo', 1], ['pobre', 41], ['perigosa', 2], ['desmoralizada', 1], ['provocar', 1], ['amo', 1], ['diabólica', 2], ['ternura', 1], ['vantagens', 1], ['ambulantes', 17], ['caráter', 1], ['receios', 1], ['doente', 3], ['graves', 4], ['brutal', 1], ['assassinados', 1], ['chata', 1], ['hostis', 1], ['quebrou', 2], ['torpes', 1], ['desesperos', 1], ['quebra', 1], ['guerras', 2], ['loucura', 9], ['respeitar', 1], ['coitaditas', 1], ['generoso', 2], ['golfou', 1], ['alegria', 16], ['frio', 7], ['enraivece', 1], ['favoritos', 1], ['animação', 2], ['milagre', 8], ['prosperidade', 1], ['gostais', 1], ['considerei', 1], ['louvar', 1], ['boas', 2], ['considera', 1], ['choravam', 1], ['consentem', 1], ['aclamava', 1], ['românticos', 4], ['obscenas', 1], ['clamando', 1], ['matou', 3], ['abortar', 1], ['prejudicial', 1], ['comovido', 4], ['horrendo', 3], ['acudiam', 1], ['tremenda', 3], ['desejam', 1], ['adorara', 1], ['fugindo', 3], ['maus', 6], ['chatos', 1], ['amar', 2], ['atraente', 1], ['bondade', 9], ['apologia', 1], ['cínicos', 2], ['inspirados', 1], ['ansioso', 1], ['vivo', 7], ['ferido', 3], ['colossal', 5], ['assassínio', 1], ['emocionante', 1], ['respeitam', 1], ['histórias', 2], ['ação', 6], ['covarde', 1], ['maldade', 2], ['atrair', 1], ['chorar', 3], ['gostar', 1], ['bonita', 6], ['almeja', 1], ['vigilantes', 1], ['admitir', 1], ['prazenteira', 1], ['aceitável', 1], ['aproveita', 1], ['paixão', 15], ['pavor', 14], ['feliz', 8], ['ganho', 1], ['ódios', 1], ['almejando', 2], ['acerba', 1], ['horrível', 6], ['assassinos', 11], ['realizada', 1], ['perverso', 1], ['secreto', 2], ['brilhante', 3], ['prazer', 9], ['asquerosa', 1], ['preocupados', 1], ['defeituosa', 1], ['acanhamento', 1], ['vivas', 3], ['esplendor', 8], ['vitórias', 1], ['vivem', 10], ['concepção', 1], ['martírio', 1], ['miseravelmente', 1], ['rancores', 1], ['obscuros', 1], ['terrível', 2], ['receoso', 2], ['pior', 3], ['desejava', 1], ['festivo', 1], ['adivinhações', 1], ['quis', 3], ['eleições', 1], ['aproveitada', 1], ['ávidas', 1], ['fujo', 1], ['secretas', 2], ['gostava', 2], ['erros', 3], ['escândalo', 2], ['adversário', 2], ['angústia', 5], ['interessados', 1], ['gozo', 5], ['sofrereis', 1], ['interesse', 5], ['excelente', 4], ['desgostos', 1], ['despreocupação', 2], ['complacências', 1], ['fantásticas', 1], ['arrumaram', 1], ['paupérrimas', 1], ['ávida', 1], ['ciúme', 4], ['fria', 3], ['horrores', 4], ['louvados', 1], ['temor', 5], ['frias', 3], ['calculada', 1], ['impressionavam', 2], ['falsas', 3], ['mataste', 1], ['nervosas', 3], ['grosso', 5], ['enormes', 7], ['espantoso', 1], ['desprezada', 1], ['favores', 1], ['complicadas', 2], ['sofrimentos', 1], ['interessa', 1], ['quebrando', 3], ['brutais', 1], ['admitam', 1], ['fúria', 8], ['vazia', 1], ['escuro', 3], ['diabo', 11], ['fugir', 3], ['colossais', 1], ['conquista', 2], ['classe', 15], ['admiremos', 1], ['satisfaz', 2], ['mata', 4], ['vazias', 1], ['sofrido', 1], ['gozava', 2], ['inspiravam', 1], ['matar', 5], ['ávido', 2], ['ameaça', 1], ['foges', 1], ['gozar', 7], ['loucos', 4], ['agressão', 1], ['ganham', 2], ['realiza', 2], ['conquistar', 1], ['quebrar', 2], ['mortal', 4], ['piedosa', 1], ['fraterna', 1], ['atração', 1], ['calor', 7], ['tormentos', 3], ['delicadezas', 1], ['considerava', 1], ['feia', 3], ['nojo', 1], ['preocupar', 1], ['resmungou', 1], ['desolado', 1], ['mau', 11], ['ignóbil', 1], ['nojento', 1], ['consideração', 1], ['considerou', 1], ['hesitava', 1], ['conclusão', 2], ['infelicidade', 1], ['diabólico', 1], ['atormenta', 1], ['tenros', 1], ['calcula', 1], ['ânsia', 8], ['odiado', 1], ['fraca', 1], ['classes', 4], ['males', 2], ['aproveitadas', 1], ['gananciosos', 2], ['temerosa', 1], ['aproveitam', 2], ['festas', 2], ['ganhar', 6], ['apreciar', 3], ['lágrima', 2], ['desprezo', 4], ['perturba', 1], ['copioso', 1], ['felicidade', 4], ['felizes', 2], ['satisfação', 1], ['quebrados', 2], ['festa', 8], ['melancólicas', 1], ['remorso', 1], ['secreta', 1], ['timidez', 2], ['violenta', 4], ['gosta', 11], ['abaixo', 2], ['vivendo', 2], ['dedicação', 1], ['sobrevivência', 1], ['matando', 2], ['perseguidos', 1], ['inspirado', 1], ['abundantes', 1], ['fiéis', 2], ['alcançarem', 1], ['amava', 2], ['vivos', 2], ['amabilidade', 1], ['devota', 1], ['perseguição', 2], ['mendiga', 1], ['cruel', 3], ['quebrei', 1], ['considerados', 2], ['maldito', 1], ['reconhecendo', 1], ['malucos', 1], ['amizade', 1], ['tremendos', 2], ['vingado', 1], ['envergonhadíssima', 1], ['escurecer', 1], ['cruéis', 3], ['consinta', 1], ['querendo', 6], ['assassinou', 1], ['humilhada', 1], ['melhor', 12], ['ávidos', 1], ['fugiram', 2], ['náuseas', 2], ['mágoa', 2], ['encanto', 7], ['suja', 7], ['viva', 6], ['perseguirá', 1], ['emoções', 1], ['encantava', 1], ['querido', 2], ['ideal', 7], ['alucinados', 1], ['gosto', 5], ['tormento', 1], ['delicados', 2], ['desejo', 25], ['admirações', 1], ['feio', 1], ['bela', 3], ['abafada', 1], ['matado', 1], ['gostam', 1], ['interessar', 1], ['sujas', 5], ['escureceu', 2], ['atraídos', 1], ['imenso', 1], ['abrandarei', 1], ['vitória', 4], ['desejamos', 2], ['perversa', 2], ['admirar', 3], ['tremor', 1], ['agonia', 6], ['ambição', 7], ['arrumados', 1], ['paz', 5], ['deseja', 2], ['amada', 1], ['amor', 57], ['choro', 3], ['ambulante', 3], ['castigos', 2], ['escuras', 3], ['ternuras', 1], ['interesses', 1], ['assassinato', 1], ['adoração', 1], ['abusões', 1], ['desconfiança', 3], ['doidos', 1], ['radiante', 1], ['servil', 1], ['enfeitar', 1], ['alegres', 10], ['diversão', 1], ['chatas', 2], ['agressões', 1], ['amável', 3], ['defendem', 1], ['romântico', 4], ['soframos', 1], ['queriam', 1], ['obscura', 2], ['tremores', 2], ['glória', 3], ['nojentas', 2], ['loucas', 1], ['belos', 1], ['virtude', 1], ['ambições', 2], ['completa', 3], ['moléstias', 2], ['lágrimas', 6], ['airosa', 1], ['maltrata', 1], ['repugnante', 3], ['reclamo', 6], ['compreensão', 1], ['odiada', 1], ['admirável', 6], ['adora', 1], ['desprazeres', 1], ['insultos', 1], ['clamasse', 1], ['história', 23], ['cólera', 5], ['fugiu', 2], ['amontoam', 1], ['diabos', 2], ['dolorosa', 9], ['álgida', 1], ['furiosos', 1], ['aprouver', 1], ['ganha', 5], ['furiosas', 2], ['nervoso', 2], ['irritados', 1], ['prazeres', 2], ['viver', 12], ['sucesso', 4], ['fantástico', 2], ['paixões', 7], ['sofre', 5], ['terror', 4], ['incomodar', 2], ['angústias', 1], ['matastes', 1], ['nauseara', 1], ['acalmava', 1], ['mistério', 11], ['destruição', 1], ['ódio', 11], ['choram', 3], ['comoveu', 1], ['bonito', 10], ['aclama', 1], ['péssimo', 1], ['solidão', 1], ['aflitos', 1], ['misteriosos', 2], ['torcia', 1], ['escuridão', 7], ['abandonar', 1], ['virtudes', 1], ['prodígio', 3], ['quebrado', 2], ['perdeu', 2], ['tristes', 9], ['lúgubres', 2], ['realize', 1], ['celebrada', 1], ['cínicas', 2], ['enlouquecem', 2], ['receando', 1], ['ode', 1], ['vomitar', 1], ['abundante', 2], ['bonitas', 2], ['zangado', 1], ['choros', 2], ['chorando', 2], ['fascinação', 1], ['gozada', 1], ['amou', 1], ['ofendida', 1], ['misterioso', 1], ['perigoso', 1], ['medrosa', 1], ['maravilhosa', 2], ['tranqüilo', 2], ['tremendas', 3], ['vingativos', 1], ['injustiça', 1], ['diversões', 1], ['legítimo', 1], ['chorava', 2], ['odiava', 1], ['satisfazer', 1], ['sombrio', 2], ['matas', 1], ['enfeite', 2], ['frios', 2], ['fraco', 5], ['complicada', 5], ['eleição', 1], ['misérias', 1], ['mataria', 1], ['amolavam', 1], ['chorasse', 1], ['feristes', 1], ['devoção', 1], ['doentes', 3], ['excelentes', 1], ['desprezam', 1], ['violentas', 1], ['amizades', 1], ['defeitos', 2], ['fidelidade', 1], ['consideram', 2], ['quiseres', 1], ['bondosa', 1], ['falsa', 4], ['admiração', 5], ['aprecia', 1], ['receosas', 2], ['odeia', 1], ['violência', 1], ['doença', 1], ['doido', 2], ['mortais', 4], ['lúgubre', 4], ['perigosas', 1], ['detestável', 2], ['furiosa', 2], ['incríveis', 1], ['ardor', 1], ['perde', 4], ['melancólica', 2], ['perigosos', 2], ['tortura', 4], ['incomodará', 1], ['más', 1], ['fúnebres', 2], ['mendigos', 6], ['crime', 44], ['escapara', 1], ['agonias', 2], ['sofrem', 6], ['considerar', 1], ['belo', 8], ['amores', 2], ['secretos', 1], ['preenchido', 1], ['maldosa', 1], ['sozinho', 2], ['escurece', 1], ['vigor', 1], ['satisfeito', 1], ['favoreça', 1], ['pobrezinho', 1], ['foge', 1], ['comovia', 1], ['sofro', 1], ['aflita', 1], ['tensão', 1], ['queira', 1], ['viveu', 1], ['pobrezinhos', 1], ['airoso', 1], ['ignomínia', 1], ['aproveitou', 1], ['pobres', 39], ['sofrestes', 1], ['sombrios', 1], ['confiança', 2], ['maluca', 1], ['miséria', 38], ['misteriosa', 4], ['hesitam', 1], ['compassiva', 1], ['gostavam', 1], ['realizado', 2], ['martírios', 2], ['risonha', 3], ['furioso', 4], ['amarga', 2], ['delicadas', 1], ['inimigos', 7], ['ânimos', 1], ['tímidos', 1], ['enfeitara', 1], ['fuja', 1], ['grossas', 4], ['assassino', 8], ['torturadas', 1], ['louco', 4], ['realizar', 1], ['conclusões', 1], ['vivessem', 1], ['alcançar', 1], ['avidez', 3], ['perseguido', 1], ['arrumou', 1], ['escura', 4], ['apreensão', 1], ['triste', 23], ['fecunda', 1], ['amado', 1], ['amáveis', 3], ['assassina', 1], ['ameaçam', 1], ['coitadinha', 1], ['perdia', 2], ['alarma', 1], ['indecisa', 2], ['prejuízos', 1], ['adorações', 1], ['infeliz', 1], ['defender', 3], ['obter', 4], ['atenção', 8], ['sofrer', 2], ['atraída', 1], ['perder', 5], ['espantosa', 1], ['clamam', 1], ['persegue', 1], ['ruins', 1], ['chorá', 1], ['grossos', 6], ['gozam', 3], ['penitente', 1], ['doloroso', 8], ['constantes', 1], ['chora', 6], ['abjeto', 1], ['gostoso', 2], ['matará', 1], ['proteja', 1], ['morte', 21], ['sujeira', 1], ['inimigo', 1], ['brilhantes', 3], ['agradecidos', 1], ['defeituosos', 1], ['viviam', 1], ['caridade', 1], ['incrível', 3], ['oca', 1], ['aclamados', 1], ['vingança', 3], ['chorosos', 2], ['impressionar', 1], ['ansiosos', 1], ['considerado', 1], ['vive', 11], ['quiser', 4], ['mato', 1], ['fraquezas', 1], ['consolação', 2], ['infelizes', 5], ['maldição', 1], ['tristemente', 2], ['hesitou', 1], ['torpe', 4], ['perseguida', 1], ['vivi', 2], ['desejando', 2], ['grossa', 2], ['náusea', 1], ['torturas', 2], ['fere', 1], ['repelente', 1], ['irritado', 1], ['quiserdes', 1], ['mortes', 2], ['esquecidos', 1], ['conquistas', 2], ['gostes', 1], ['detestada', 1], ['guerra', 7], ['risadinhas', 1], ['amedrontados', 1], ['repelirem', 1], ['esquecida', 1], ['medrosas', 1], ['má', 12], ['abatia', 1], ['constante', 7], ['fantásticos', 1], ['moléstia', 4], ['defeituoso', 1], ['aclamou', 1], ['encoleriza', 1], ['piedade', 6], ['sofreu', 2], ['goza', 1], ['acaso', 5], ['louva', 1], ['envergonhada', 1]]
1	A Capital Federal	Artur Azevedo	http://www.dominiopublico.gov.br/pesquisa/DetalheObraDownload.do?select_action=&co_obra=2222&co_midia=2	[['doido', 1], ['feio', 4], ['receei', 1], ['cabisbaixo', 4], ['bela', 12], ['feliz', 5], ['furiosa', 3], ['ganho', 3], ['perde', 2], ['terrivelmente', 1], ['gostam', 1], ['avaliar', 1], ['quiseste', 1], ['ator', 1], ['calculam', 1], ['brilhante', 1], ['prazer', 4], ['aflitíssima', 1], ['desânimo', 1], ['humor', 1], ['acode', 1], ['crime', 1], ['simpáticos', 1], ['arrependi', 1], ['malicioso', 1], ['horror', 1], ['enlouqueço', 1], ['respeito', 2], ['satisfeito', 5], ['belo', 7], ['amores', 2], ['zangar', 1], ['paz', 1], ['deseja', 3], ['queria', 7], ['receoso', 1], ['reconheçam', 1], ['sozinho', 4], ['gostasse', 1], ['desejava', 2], ['amada', 3], ['magoado', 1], ['quis', 10], ['amor', 17], ['arruma', 1], ['choro', 3], ['foge', 4], ['fugido', 1], ['lucros', 1], ['nervosa', 2], ['prazenteiros', 1], ['querer', 6], ['interesses', 1], ['risonho', 2], ['escândalo', 4], ['pressentimentos', 1], ['queira', 5], ['bonitinha', 1], ['bons', 1], ['interesse', 2], ['respeita', 1], ['virtuosa', 1], ['doida', 1], ['ciúmes', 1], ['miséria', 1], ['estimo', 1], ['misteriosa', 1], ['alegres', 1], ['adoro', 8], ['completo', 1], ['adorado', 1], ['chorosa', 2], ['defenda', 2], ['furioso', 1], ['horrores', 1], ['reclamado', 1], ['admirados', 1], ['frias', 2], ['queremos', 1], ['mesquinha', 1], ['admira', 1], ['perco', 1], ['mistérios', 1], ['excita', 1], ['demônio', 1], ['gostas', 2], ['aproveitar', 1], ['virtude', 3], ['queiram', 1], ['amoles', 1], ['queixosa', 1], ['fúria', 1], ['abrandou', 1], ['lágrimas', 4], ['querê', 1], ['diabo', 28], ['fugir', 1], ['reclamo', 1], ['desumano', 1], ['perseguido', 1], ['bonitos', 2], ['satisfaz', 1], ['triste', 2], ['admirei', 1], ['fecunda', 1], ['vazias', 1], ['admirado', 1], ['insultos', 1], ['receio', 3], ['história', 3], ['matar', 1], ['abandonado', 2], ['satisfeita', 1], ['fugiu', 1], ['coitadinha', 1], ['escapar', 1], ['ganham', 1], ['horrenda', 1], ['aproveitai', 1], ['chores', 1], ['alegrias', 1], ['prejuízos', 1], ['envergonham', 1], ['dor', 3], ['ganha', 1], ['mortal', 1], ['furiosas', 1], ['desmoralizado', 1], ['infeliz', 2], ['nervoso', 1], ['prazeres', 2], ['quisesse', 3], ['obter', 1], ['viver', 2], ['atenção', 1], ['feia', 2], ['lástima', 1], ['loucuras', 2], ['louca', 2], ['perder', 3], ['ganharia', 1], ['prazenteiro', 1], ['desagradável', 1], ['proteção', 1], ['opressão', 1], ['abandona', 1], ['apoiada', 1], ['mau', 2], ['consinto', 2], ['tímido', 1], ['perdido', 7], ['favorito', 2], ['aturá', 1], ['bonito', 5], ['chora', 3], ['encantar', 1], ['sozinha', 1], ['enorme', 4], ['morte', 2], ['brilhantes', 1], ['aborrecesse', 1], ['fraca', 1], ['pobre', 6], ['remorsos', 1], ['ganhou', 2], ['afeto', 2], ['paixão', 1], ['agrada', 1], ['amo', 5], ['arrependido', 4], ['abandonar', 1], ['virtudes', 1], ['apreensiva', 2], ['caráter', 1], ['ganhar', 3], ['quiser', 5], ['perdeu', 1], ['apreciar', 1], ['brutal', 1], ['graves', 1], ['inquieta', 1], ['perdê', 1], ['consolação', 1], ['tristes', 1], ['pressentimento', 2], ['delicada', 1], ['felicidade', 3], ['felizes', 1], ['aproveito', 1], ['perdemos', 1], ['festa', 5], ['satisfação', 2], ['sós', 1], ['perseguida', 1], ['furor', 1], ['consentiria', 1], ['preocupado', 1], ['bonitas', 3], ['comédia', 1], ['zangado', 2], ['satisfações', 3], ['gosta', 8], ['abaixo', 1], ['chorando', 2], ['milagre', 1], ['encantas', 1], ['fascinação', 1], ['defeito', 1], ['incomode', 2], ['boas', 1], ['gentis', 1], ['chorou', 1], ['risadas', 1], ['queres', 2], ['predileção', 1], ['admiti', 1], ['ajeito', 1], ['amei', 1], ['impressionado', 3], ['amola', 2], ['estima', 2], ['comovido', 1], ['admite', 1], ['carestia', 1], ['guerra', 3], ['arrependimento', 1], ['maldito', 2], ['frios', 1], ['aborreçam', 1], ['amizade', 1], ['calcular', 1], ['doidas', 1], ['vivê', 1], ['má', 5], ['delicado', 1], ['terríveis', 1], ['amar', 3], ['bondade', 1], ['melhor', 14], ['cômico', 1], ['abandonasse', 1], ['receias', 1], ['irritada', 1], ['aborreceu', 1], ['chorado', 1], ['encanta', 1], ['encanto', 1], ['suja', 1], ['histórias', 1], ['viva', 4], ['impressione', 1], ['defeitos', 2], ['emoções', 1], ['querido', 2], ['chorar', 2], ['zangada', 3], ['gostar', 5], ['bonita', 9], ['quiseres', 2], ['gosto', 14], ['acaso', 1], ['dó', 4], ['tormento', 2], ['terrível', 1], ['desejo', 1], ['perdi', 2]]
